Inicio del Ciclo,Grabando,Grabacion finalizada,Conversion a flac,API Request,API Response,Brain Request,Brain Response,Ejecutando TTS,
,7.102655,0.008993,0.944329,4.044029,0.009372,0.002916,0.004241,4.883878,
,5.059663,0.00727,1.067364,3.592627,0.011633,0.005048,0.00452,2.032385,
,5.223015,-0.003928,1.12107,3.072888,0.013531,0.02722,0.004133,2.05271,
,4.490973,0.014351,1.744785,3.480989,1.379223,0.009483,0.035643,1.733756,
,4.706077,-0.085896,1.328228,2.314473,0.009573,0.003486,0.008406,4.403412,
,5.087068,0.004072,1.024557,5.509161,0.018975,0.002298,0.005052,3.872301,
,4.816879,0.01019,1.413827,5.907916,0.011019,0.004345,0.005921,3.935678,
,4.727909,0.002958,1.316047,5.226256,0.011869,0.003644,0.003809,3.544694,
,4.723601,0.01356,1.423352,1.732517,0.008962,0.007027,0.006081,3.227258,
,4.776653,0.009014,1.192282,2.202941,0.014048,0.003208,0.004675,3.356586,
,5.22221,0.013075,0.601264,2.070024,0.010452,0.009621,0.010273,3.080068,
,4.777482,0.005952,1.366133,3.40276,0.015722,0.048221,0.003889,3.28381,
,5.165257,0.432633,1.42209,3.045377,0.012368,0.008873,0.440993,3.584809,
,4.987938,0.453838,1.018895,6.125372,0.012141,0.003813,0.004459,3.109296,
,4.926104,0.924174,2.014298,3.945093,0.010737,0.014633,0.007525,3.892078,
,4.710163,-0.07556,1.704647,3.301105,0.010522,0.002832,0.004869,2.834912,
,4.7246,0.002347,1.204749,3.136384,0.007637,0.008036,0.006451,3.92973,
,5.079595,0.006986,1.49771,4.479249,0.010496,0.002413,0.004279,6.433369,
,4.825547,0.00313,2.624614,4.890543,0.015544,0.006261,0.005939,7.397249,
,5.029124,0.000254,2.335438,2.337448,0.01594,0.002682,0.003723,2.816666,
,4.780143,0.00481,1.226618,1.631466,0.010741,0.007445,0.003655,6.74682,
,5.477501,0.002391,1.008847,2.66,0.009805,0.005263,0.003474,3.552096,
,6.986064,0.00433,0.583152,1.382861,0.009246,0.0022,0.003467,1.750863,
,185.851404,0.006136,1.032352,2.336884,0.011142,0.008408,0.022014,2.402983,
,4.789798,0.013256,1.002197,1.995937,0.103152,0.001977,0.007734,1.766919,
,5.650847,36.064653,1.019343,4.637233,0.010542,0.003183,0.0046,3.778249,
,4.719904,0.002484,2.305743,2.8574,0.007871,0.002817,0.003865,1.837432,
,5.178492,0.005646,0.97148,2.497427,0.009128,0.027201,0.004378,2.324559,
,4.701346,0.886463,0.971818,3.324864,0.012698,0.002222,0.005927,4.431661,
,5.107339,-0.103513,1.283884,2.705456,0.011943,0.002271,0.00402,3.440794,
,4.723413,0.001466,1.043835,2.595253,0.008606,0.002992,0.004441,3.458776,
,5.137566,0.001134,1.68658,2.341033,0.008175,0.003636,0.0055,3.165503,
,5.19597,0.012165,1.077722,3.218218,0.014888,0.002946,0.006507,4.426895,
,4.715366,0.008776,1.050228,4.47544,0.012282,0.002935,0.004798,3.066765,
,5.076987,0.412103,1.436271,3.681864,0.008833,0.00289,0.004788,3.06737,
,4.979548,0.006175,1.481292,3.769269,0.010953,0.002604,0.005607,1.764825,
,179.088159,-0.100086,0.986372,9.724847,0.006266,0.004548,0.00792,3.33782,
,5.023151,0.002795,1.205179,5.805452,0.00993,0.004426,0.003593,3.466055,
,5.02184,0.006111,1.588295,3.283816,0.011324,0.017639,0.003904,3.109966,
,4.221995,0.010393,1.837723,3.29369,0.007058,0.005469,0.004655,3.422603,
,4.733016,0.00878,1.365885,6.527699,0.008888,0.006328,0.006002,7.298757,
,4.694632,-0.097998,0.965344,4.680506,0.008606,0.002509,0.003863,7.386221,
,5.034962,0.005533,1.373364,4.774459,0.010216,0.003902,0.027303,3.881328,
,4.722431,-0.000215,1.022868,2.900425,0.008527,0.005295,0.005956,4.811392,
,5.116273,0.004045,1.317853,1.947473,0.009693,0.004304,0.059794,4.640804,
,4.037392,0.000642,0.980489,3.464943,0.010673,0.004732,0.006421,3.909892,
,4.923617,-0.000464,1.433105,6.179558,0.010456,0.003571,0.004227,3.041572,
,4.978036,0.012866,1.024416,4.864739,0.012195,0.003206,0.003296,2.827835,
,5.53213,0.005496,1.269467,6.882658,0.010438,0.002384,0.006895,5.017512,
,6.519811,0.437175,1.675481,3.767143,0.008653,0.002831,0.005477,3.561944,
,1021.436067,0.001068,1.670294,7.320156,0.010491,0.002681,0.003622,6.606311,
,4.808214,0.010936,1.516246,3.043071,0.00938,0.112972,0.003721,2.348163,
,5.825514,0.003423,1.070461,2.410174,0.011512,0.009857,0.003314,2.967894,
,4.228975,-0.000519,1.045916,3.544589,0.00768,0.005784,0.004528,2.826987,
,5.086785,0.417416,1.579356,4.496498,0.01075,0.002691,0.006962,3.570999,
,4.858572,0.003141,0.95691,6.617608,0.014219,0.001731,0.005808,4.348282,
,4.790575,0.003876,1.257162,3.787169,0.01112,0.002333,0.006116,2.973814,
,4.706183,0.00285,1.472065,3.929007,0.020352,0.002969,0.003021,3.738745,
,4.80707,0.004056,1.077984,6.587265,0.011094,0.003783,0.004077,2.991811,
,4.759391,-0.000386,1.049704,3.94386,0.039656,0.003671,0.010288,3.167583,
,4.721513,0.007698,1.444013,3.155788,0.015962,0.006025,0.004541,2.097073,
,5.087375,-0.104785,1.039893,2.807276,0.010998,0.00252,0.004377,4.252757,
,4.739374,0.005269,1.337638,2.582981,0.016195,0.002147,0.005576,1.458816,
,4.958394,0.021894,1.452712,2.914488,0.014999,0.002034,0.003674,4.241087,
,141.789985,0.410596,1.041468,3.271114,0.008154,0.015922,0.003077,5.334982,
,4.700483,0.000653,1.006898,2.496529,0.010339,0.004093,0.004294,3.445664,
,4.714632,0.014519,1.582113,2.55462,0.011576,0.003638,0.005743,7.33551,
,4.722677,0.007262,1.085237,3.519725,0.006437,0.014445,0.00436,2.055413,
,4.941006,-0.082928,1.009246,3.252776,0.012626,0.007671,0.006883,3.283539,
,4.049744,0.003187,1.035181,3.140357,0.009144,0.003254,0.004571,4.612528,
,4.73446,0.001026,1.08296,2.013301,0.011714,0.004407,0.0044,1.63629,
,4.377346,0.003691,1.891356,2.467279,0.009216,0.004627,0.003397,2.505025,
,5.555672,0.009126,1.471388,1.7735,0.009127,0.002422,0.00585,4.38921,
,4.040576,-0.121511,1.51222,2.152052,0.013116,0.001861,0.003887,2.390303,
,4.733372,0.403095,1.294523,2.90349,0.011065,0.00357,0.004409,2.026773,
,4.171039,-0.000195,1.065197,2.990322,0.01318,0.019171,0.008,2.053968,
,253.735578,0.004241,1.346119,1.884533,0.00897,0.003884,0.005035,3.138851,
,4.945723,0.005816,1.99805,1.996481,0.011005,0.010074,0.003912,4.427727,
,5.415735,0.017861,1.0665,2.425446,0.009433,0.004932,0.004802,4.423889,
,5.321488,0.008061,1.619041,2.924894,0.008569,0.007892,0.005618,3.735149,
,4.743239,0.013287,1.074843,2.521859,0.009534,0.005676,0.004567,3.105952,
,4.750053,0.002993,1.072812,3.024972,0.007571,0.003786,0.004629,1.555867,
,4.744831,0.014255,1.39299,3.647466,0.011732,0.002664,0.004165,2.02693,
,5.291209,0.002266,0.824192,3.048254,0.010957,0.003659,0.005474,1.771617,
,4.740531,0.007977,1.267937,3.29295,0.009863,0.002356,0.004294,4.011135,
,4.842497,-0.095265,1.372385,2.398485,0.009921,0.001731,0.00882,3.263622,
,4.994291,0.006306,1.489154,3.420839,0.00806,0.006412,0.006764,4.429226,
,4.683943,0.013829,1.410166,3.33663,0.007306,0.015905,0.014341,3.552396,
,5.509789,0.007467,1.542792,2.617181,0.010849,0.006099,0.006478,5.35381,
,4.495693,0.004212,1.369127,2.485564,0.011799,0.002477,0.003174,5.493112,
,73.402618,0.003926,1.469257,3.638711,0.007461,0.003159,0.018242,3.729291,
,4.717303,0.62474,1.130888,3.173503,0.008723,0.003675,0.004124,7.366724,
,4.841947,0.010921,1.351841,2.944496,0.00678,0.005877,0.003555,2.840009,
,4.80306,0.002274,1.345582,2.371048,0.00734,0.006111,0.003868,4.03564,
,5.162262,0.006282,1.628642,2.740552,0.009129,0.003843,0.004263,4.597513,
,5.118175,-0.000336,1.428,3.499433,0.009703,0.002615,0.004074,1.640907,
,4.758498,0.002213,1.659308,1.921366,0.010232,0.003703,0.015089,2.967128,
,4.715521,0.005978,1.025579,1.963994,0.013336,0.002517,0.006834,4.981227,
,4.877257,0.381493,1.288664,2.784897,0.009508,0.002614,0.004037,2.415769,
,4.723789,0.003973,1.246358,3.101835,0.012631,0.002958,0.005936,2.386781,
,4.784568,0.007042,1.430964,5.123695,0.011683,0.014408,0.003895,3.679543,
,4.717855,0.014584,0.977747,4.344023,0.014723,0.002866,0.028099,2.995208,
,4.743544,0.011639,1.021615,4.087651,0.011111,0.002233,0.006109,3.542564,
,4.701162,0.000353,1.101468,3.505105,0.009004,0.003418,0.013991,3.899383,
,4.710462,0.010434,1.364079,3.362562,0.00882,0.002217,0.00677,2.810228,
,4.70977,-0.012782,1.01068,4.133704,0.036361,0.0017,0.007101,4.532535,
,5.199602,0.010813,1.421555,4.130708,0.013868,0.002417,0.021035,3.603939,
,4.695663,0.361712,1.029456,6.291327,0.008296,0.00248,0.052468,4.224114,
,5.413446,0.001924,1.361509,2.901682,0.011137,0.005938,0.004112,2.502518,
,5.169158,0.008082,1.434443,3.254439,0.049644,0.002567,0.005231,1.727948,
,5.446707,0.002958,1.961259,3.527792,0.008024,0.004207,0.004799,2.511177,
,4.722853,-0.130867,1.073924,3.474569,0.063146,0.005434,0.004048,4.111566,
,4.700281,0.003516,1.102582,3.903417,0.016055,0.01834,0.006232,3.110271,
,4.929735,0.016037,1.059728,4.183594,0.017541,0.007051,0.00686,6.260585,
,4.718956,0.002488,1.469444,4.161626,0.014999,0.003445,0.009916,7.358716,
,4.780231,-0.001389,1.697508,3.231094,0.011133,0.001864,0.00719,3.130451,
,4.761554,0.001048,1.648226,3.723242,0.012717,0.004572,0.008471,4.24327,
,4.827978,-0.105392,1.63896,3.753012,0.018499,0.0049,0.008925,3.884045,
,4.727961,-0.122964,1.960576,2.444789,0.01118,0.010014,0.00633,3.674519,
,4.726367,0.019001,1.6727,3.156036,0.012242,0.004363,0.00798,2.840322,
,4.760221,0.002387,3.789438,4.665887,0.008398,0.003084,0.00478,4.246433,
,5.481919,-0.01055,1.681657,2.129458,0.008666,0.003144,0.004249,2.711383,
,4.720258,0.003731,1.252765,1.770244,0.009811,0.003742,0.003687,2.057601,
,4.492282,0.008983,1.625618,2.236201,0.016884,0.013588,0.005709,2.239415,
,5.420268,0.010801,1.650018,3.035981,0.010561,0.004814,0.003604,5.417792,
,4.809409,0.004108,1.038852,3.084007,0.011134,0.003189,0.003914,5.587845,
,4.716008,0.011378,1.457492,2.418968,0.006605,0.002941,0.005045,3.722891,
,32.729358,0.008207,1.988386,2.867149,0.010703,0.005102,0.005023,3.459249,
,4.910497,0.001815,1.545555,2.629643,0.011911,0.00385,0.004376,3.124747,
,5.576289,-0.128288,1.0915,2.723101,0.013506,0.009389,0.004737,3.798779,
,4.718109,0.006813,1.799886,1.906231,0.010111,0.008639,0.003085,3.704213,
,5.31963,0.450928,1.068458,1.955179,0.011036,0.004169,0.005146,3.765624,
,5.136328,0.000471,1.631326,2.194715,0.007973,0.138306,0.006047,5.36112,
,4.048712,0.007739,1.024179,2.532417,0.00935,0.003991,0.003742,5.878734,
,4.729602,0.004213,0.845035,2.650353,0.006701,0.002775,0.004067,3.276052,
,4.716868,0.01163,1.031113,1.975862,0.010557,0.002498,0.006405,1.529759,
,4.686909,0.009452,1.065881,2.559722,0.016549,0.004578,0.004837,4.438777,
,5.12813,0.001061,1.038502,2.23243,0.009523,0.006206,0.003929,4.80268,
,4.743207,-0.08692,1.676307,2.234451,0.009861,0.002258,0.008361,4.630209,
,4.972952,0.006305,1.410669,2.738051,0.014859,0.001618,0.014142,2.942939,
,5.190258,0.004644,0.694368,2.041958,0.007638,0.004097,0.004096,3.151142,
,63.682746,0.007623,1.451362,3.979458,0.005134,0.0029,0.003583,3.452734,
,5.035081,0.006897,1.197461,2.664864,0.008443,0.002299,0.005859,1.461992,
,4.788292,0.013644,1.073044,2.216965,0.009287,0.003589,0.005841,4.252663,
,4.852365,0.011904,1.256599,3.88814,0.009086,0.00241,0.004947,1.878288,
,4.850629,0.007709,1.51005,4.530861,0.009127,0.006916,0.003104,10.626007,
,5.097228,0.358696,1.278571,3.014194,0.0111,0.012492,0.003864,4.313539,
,4.995238,-0.000461,2.325291,3.349242,0.00859,0.003774,0.011302,2.201292,
,4.981095,-0.093661,1.621935,4.017028,0.012904,0.008673,0.005745,3.718531,
,4.771688,0.010252,1.358864,1.998013,0.018083,0.012436,0.004372,3.466249,
,5.040969,-0.006356,1.338935,1.748206,0.014666,0.004573,0.008477,3.565076,
,4.665298,0.391639,1.094663,3.428317,0.010842,0.005466,0.003759,3.535361,
,5.350784,0.002696,1.213256,16.829974,0.008989,0.001953,0.0041,3.719035,
,5.029633,0.000253,2.128535,3.262837,0.007315,0.003304,0.005061,3.094444,
,4.757942,0.004029,1.267157,2.550203,0.011826,0.002724,0.007401,2.284991,
,4.773507,0.00875,1.040359,3.183181,0.0087,0.002048,0.009206,7.142268,
,6.488903,0.012182,1.929971,3.593904,0.009424,0.003391,0.009212,3.885211,
,4.771869,0.017063,1.410413,2.501177,0.012879,0.004154,0.005312,3.973771,
,4.701349,0.002714,1.084733,8.329197,0.008256,0.137189,0.004577,2.814933,
,4.793247,0.003339,1.770787,3.751138,0.009501,0.010212,0.006312,3.411298,
,4.735692,0.432616,1.12411,3.12571,0.010175,0.003348,0.003742,5.821016,
,5.22031,0.001093,1.030607,10.841444,0.00825,0.00493,0.003815,7.377398,
,5.194184,0.015907,1.028751,3.626521,0.007572,0.002957,0.03041,6.769976,
,4.882203,0.00279,1.312131,2.442897,0.007888,0.009581,0.004952,3.047314,
,4.729246,0.013741,1.347857,2.799905,0.011644,0.006234,0.008706,3.122562,
,25.759945,0.008461,1.301007,2.567752,0.008124,0.004214,0.03214,4.632609,
,4.829883,0.00828,1.426848,1.759303,0.008728,0.004162,0.005672,3.043529,
,4.713712,0.001417,1.529974,1.790721,0.010093,0.002901,0.007427,3.420557,
,4.71757,0.000576,2.273165,1.43231,0.018477,0.002616,0.009514,3.333344,
,4.70826,0.001778,1.289624,3.60035,0.010968,0.00227,0.005816,3.978649,
,4.706633,0.00979,1.74275,2.412163,0.009289,0.002235,0.003432,2.442214,
,4.534491,0.002428,1.046885,3.536149,0.012852,0.018271,0.006507,3.472213,
,4.801924,-0.000613,1.248734,2.223801,0.014196,0.003357,0.008719,3.899583,
,5.07969,0.01849,0.984454,2.189785,0.010484,0.002971,0.003654,3.922787,
,5.125946,0.005392,1.644675,2.642816,0.012734,0.002902,0.005064,3.751136,
,4.723928,0.007241,1.305016,3.150508,0.012411,0.002765,0.006618,1.73799,
,5.035849,0.011334,1.29934,2.535255,0.016296,0.003002,0.005493,2.523471,
,4.321053,0.017227,1.632525,2.005933,0.011893,0.118705,0.003736,3.530092,
,4.728334,0.009964,0.987237,2.101164,0.011386,0.012083,0.008314,4.129648,
,5.492874,0.000507,0.99299,2.11644,0.00656,0.001594,0.004359,5.356333,
,4.651432,0.00835,1.322931,2.184761,0.011316,0.005826,0.005204,3.305568,
,4.742515,0.010744,1.276441,4.751521,0.01742,0.004772,0.003889,3.043343,
,4.741878,-0.001884,1.437247,1.515189,0.013416,0.005881,0.003128,4.631045,
,5.210685,-0.080042,1.127941,3.922065,0.008568,0.008191,0.003308,1.62942,
,4.738982,-0.001003,1.435866,2.44858,0.012263,0.003951,0.005103,1.734874,
,4.693554,-0.000277,1.547727,5.476141,0.009228,0.001852,0.003477,2.803603,
,5.044707,0.007928,0.54177,4.625284,0.012681,0.002085,0.004911,1.549489,
,4.805035,0.002836,1.713318,5.682368,0.006198,0.002581,0.004629,10.477341,
,4.729686,0.403549,1.319583,5.33083,0.008299,0.016557,0.006894,3.148188,
,51.917162,0.00321,0.940478,8.600541,0.011311,0.0088,0.004981,3.72837,
,4.776047,0.010802,1.069477,8.702015,0.01309,0.00362,0.00459,3.892936,
,4.788532,0.010709,1.682699,10.072214,0.007112,0.004153,0.006564,2.976069,
,5.016278,-0.000284,1.326838,10.755111,0.012115,0.001813,0.00488,2.020668,
,4.69605,0.003959,1.126907,9.244595,0.006627,0.006173,0.00402,1.770609,
,4.738292,0.009445,1.935989,5.691018,0.010955,0.002667,0.007675,3.321031,
,4.737723,0.001183,1.180196,4.209101,0.064357,0.002944,0.010208,3.894925,
,4.71388,0.000529,1.009695,6.533899,0.01146,0.00416,0.017873,4.278391,
,5.120934,0.000308,1.806345,5.336479,0.007796,0.023119,0.003029,3.457607,
,4.748139,-0.075288,1.050137,7.167713,0.011238,0.01019,0.006445,4.069246,
,4.813308,0.019773,0.987395,7.25163,0.011775,0.01287,0.004364,3.712929,
,4.711048,0.003501,1.013093,6.326555,0.009214,0.004877,0.004401,3.647147,
,4.845556,0.001504,1.063331,7.039453,0.011398,0.010972,0.004206,5.045725,
,4.716639,0.011293,0.981502,8.016561,0.006201,0.006899,0.004707,1.572911,
,4.764798,0.014508,1.360514,5.801189,0.007605,0.003866,0.00458,2.093576,
,5.649697,-0.000225,1.627594,2.81266,0.009514,0.008782,0.006759,3.543267,
,5.013749,0.01376,1.288998,3.18082,0.009472,0.002603,0.004711,3.763954,
,5.110703,0.004324,2.382243,9.949603,0.008621,0.003276,0.005547,2.343203,
,4.729894,0.007629,1.243848,11.490093,0.01797,0.001924,0.003814,2.664804,
,4.742348,0.009485,2.039928,8.411978,0.012767,0.015389,0.003448,5.774846,
,4.715212,-0.079764,1.528971,7.780033,0.01347,0.027651,0.006856,4.224883,
,4.731933,-0.077546,1.031358,11.896128,0.047219,0.004015,0.002769,7.517126,
,4.376344,0.005107,1.266079,14.144998,0.014241,0.012979,0.004942,4.924397,
,5.282753,0.950818,1.39126,8.58724,0.009192,0.011259,0.005053,5.24721,
,5.166664,0.010003,1.025093,10.500245,0.017217,0.018898,0.008079,5.274101,
,4.746972,0.006675,1.046221,9.662753,0.012382,0.014864,0.003613,6.085614,
,106.485887,-0.005996,7.838389,3.415746,0.010061,0.015064,0.003932,6.113784,
,4.721476,0.006405,1.458094,4.8056,0.01069,0.003816,0.008184,4.967419,
,4.774715,0.011515,1.699359,13.687583,0.011633,0.011544,0.006426,3.005965,
,5.144077,-0.084003,1.363668,20.413619,0.01049,0.043108,0.004192,2.049948,
,5.137076,-0.000215,1.031931,8.975363,0.011267,0.011888,0.004697,5.21209,
,5.006336,0.001147,5.013983,8.284049,0.01016,0.009357,0.004627,3.971398,
,4.548134,-0.086309,2.624019,8.651531,0.009918,0.046774,0.006213,3.097517,
,4.703391,-0.005897,1.016999,11.233643,,0.005325,0.007423,4.68352,
,4.78547,0.002926,1.377503,7.485337,,0.019108,0.006616,2.391259,
,5.786959,-0.000385,1.385551,5.023503,,0.033884,0.003997,4.124589,
,4.310504,0.011104,1.345733,5.519721,,0.011604,0.005552,2.572312,
,4.727634,0.000271,1.065151,3.627858,,0.021303,0.009688,2.213943,
,6.032083,0.003236,1.251217,3.193607,,0.003408,0.003807,4.606824,
,4.807163,-0.092233,2.327035,4.551431,,0.002817,0.003373,13.689499,
,4.917395,-0.000509,1.418896,5.278909,,0.078279,,
,4.886502,0.007747,1.927516,4.004576,,0.012121,,
,4.870954,0.454399,1.406942,5.887054,,0.00859,,
,5.132031,0.434429,3.848172,18.596781,,,,
,5.077943,0.007732,1.496717,6.212194,,,,
,4.721424,-0.00052,1.946686,5.330677,,,,
,4.037744,0.007664,1.449482,18.606732,,,,
,4.747191,0.00838,1.946498,12.618843,,,,
,4.726228,0.393195,1.516924,7.378554,,,,
,4.975706,0.013931,,,,,,
,5.021544,0.007613,,,,,,
,4.802909,0.000952,,,,,,
,5.527841,-0.152414,,,,,,
,4.752462,0.012139,,,,,,
,5.1218,-0.092597,,,,,,
,182.942091,0.007312,,,,,,
,4.733533,0.00289,,,,,,
,5.100653,0.006172,,,,,,
,154.573326,,,,,,,
,4.70947,,,,,,,
,5.110756,,,,,,,
,5.220309,,,,,,,
,4.704543,,,,,,,
,5.068791,,,,,,,
,4.837197,,,,,,,
,4.738082,,,,,,,
,4.339821,,,,,,,
,841.076286,,,,,,,
,126.689993,,,,,,,
,4.757775,,,,,,,
,5.196881,,,,,,,
,5.172419,,,,,,,
,4.724606,,,,,,,
,4.229359,,,,,,,
,50.2551,,,,,,,
,5.580545,,,,,,,
,26.996554,,,,,,,
,5.112757,,,,,,,
,4.750372,,,,,,,
,5.131773,,,,,,,
,4.814632,,,,,,,
,4.738637,,,,,,,
,4.739563,,,,,,,
,5.488909,,,,,,,
,4.755611,,,,,,,
,62.508005,,,,,,,
,5.431355,,,,,,,
,4.779284,,,,,,,
,4.983189,,,,,,,
,69.897677,,,,,,,
,7.761392,,,,,,,
,4.701832,,,,,,,
,5.22056,,,,,,,
,5.509218,,,,,,,
,4.218829,,,,,,,
,4.728888,,,,,,,
